Date;Hour;Down;Up;Total;max Rate;avg Rate;avg Rate values;95% Rate
2016-02-07 20:00;20;197.907;289.485;487.392;1534;588;100;1139
2016-02-07 21:00;21;81.090;98.743;179.833;1425;646;31;1257
2016-02-07 22:00;22;134.105;193.662;327.767;1186;614;69;1083
2016-02-07 23:00;23;68.389;82.255;150.644;1563;644;20;1108
2016-02-08 00:00;0;226.195;324.677;550.872;1341;695;104;1127
2016-02-08 01:00;1;38.983;38.234;77.217;1161;785;7;1161
2016-02-08 02:00;2;34.673;33.805;68.478;949;515;3;949
2016-02-08 03:00;3;97.408;133.233;230.641;1276;564;41;1127
2016-02-08 04:00;4;33.018;41.406;74.424;3219;1530;4;3219
2016-02-08 05:00;5;34.153;32.353;66.506;1106;820;3;1106
2016-02-08 06:00;6;271.519;393.700;665.219;1388;668;136;1245
2016-02-08 07:00;7;114.781;154.519;269.300;1336;682;44;1166
2016-02-08 08:00;8;35.427;32.794;68.221;1340;1340;1;1340
2016-02-08 09:00;9;108.642;139.228;247.870;2466;757;43;1323
2016-02-08 10:00;10;39.970;43.549;83.519;1319;618;11;1319
2016-02-08 11:00;11;52.095;59.479;111.574;1106;618;18;1106
2016-02-08 12:00;12;50.296;33.366;83.662;4889;1465;5;4889
2016-02-08 13:00;13;33.646;56.437;90.083;7078;1660;7;7078
2016-02-08 14:00;14;226.206;300.913;527.119;2262;659;101;1212
2016-02-08 15:00;15;74.675;88.647;163.322;1134;487;34;1035
2016-02-08 16:00;16;53.934;61.016;114.950;1173;716;18;1173
2016-02-08 17:00;17;37.771;35.061;72.832;1144;646;9;1144
2016-02-08 18:00;18;33.169;26.486;59.655;1266;750;4;1266
2016-02-08 19:00;19;41.236;53.279;94.515;3419;929;9;3419
2016-02-08 20:00;20;64.751;83.850;148.601;1141;568;27;1046
2016-02-08 21:00;21;76.601;98.450;175.051;1047;495;34;1036
2016-02-08 22:00;22;137.023;199.168;336.191;1245;614;58;1083
2016-02-08 23:00;23;25.216;18.568;43.784;345;344;2;345
2016-02-09 00:00;0;24.547;18.146;42.693;190;0;0;0
2016-02-09 01:00;1;120.603;140.304;260.907;1449;641;43;1109
2016-02-09 02:00;2;62.850;77.461;140.311;1138;604;24;1106
2016-02-09 03:00;3;24.229;17.941;42.170;315;315;1;315
2016-02-09 04:00;4;27.811;18.716;46.527;227;0;0;0
2016-02-09 05:00;5;159.979;243.803;403.782;3562;733;76;1685
2016-02-09 06:00;6;210.846;893.098;1103.944;35588;1435;111;4096
2016-02-09 07:00;7;78.197;98.422;176.619;1255;611;32;1131
2016-02-09 08:00;8;52.183;57.588;109.771;1062;535;18;1062
2016-02-09 09:00;9;23.265;23.428;46.693;525;335;7;525
2016-02-09 10:00;10;23.089;17.312;40.401;226;0;0;0
2016-02-09 11:00;11;215.194;208.284;423.478;1397;484;127;885
2016-02-09 12:00;12;459.775;388.957;848.732;1058;459;294;621
2016-02-09 13:00;13;352.743;444.537;797.280;1299;676;165;1155
2016-02-09 14:00;14;819.648;1009.676;1829.324;2290;807;353;1392
2016-02-09 15:00;15;650.299;765.950;1416.249;2288;735;278;1212
2016-02-09 16:00;16;667.343;833.577;1500.920;2223;764;305;1441
2016-02-09 17:00;17;714.090;893.622;1607.712;2044;777;309;1347
2016-02-09 18:00;18;193.390;233.331;426.721;1432;686;79;1241
2016-02-09 19:00;19;56.187;64.597;120.784;1048;574;18;1048
2016-02-09 20:00;20;54.538;333.618;388.156;13909;1898;10;13909
2016-02-09 21:00;21;25.487;17.992;43.479;168;0;0;0
2016-02-09 22:00;22;29.208;37.795;67.003;3355;1107;4;3355
2016-02-09 23:00;23;33.912;33.560;67.472;1033;609;5;1033
2016-02-10 00:00;0;34.702;33.951;68.653;733;563;5;733
2016-02-10 01:00;1;25.006;18.480;43.486;197;0;0;0
2016-02-10 02:00;2;55.052;45.685;100.737;3987;1125;11;3987
2016-02-10 03:00;3;39.905;38.963;78.868;2052;695;7;2052
2016-02-10 04:00;4;51.543;78.856;130.399;1410;862;15;1410
2016-02-10 05:00;5;33.493;28.034;61.527;2050;730;6;2050
2016-02-10 06:00;6;419.739;1443.610;1863.349;8690;1311;203;2802
2016-02-10 07:00;7;38.233;37.017;75.250;298;298;2;298
2016-02-10 08:00;8;481.997;2289.190;2771.187;14325;1302;330;2638
2016-02-10 09:00;9;42.450;42.746;85.196;1246;922;6;1246
2016-02-10 10:00;10;27.547;22.430;49.977;253;253;1;253
2016-02-10 11:00;11;25.513;19.737;45.250;222;0;0;0
2016-02-10 12:00;12;213.991;308.823;522.814;1200;635;105;1086
2016-02-10 13:00;13;90.635;110.582;201.217;1227;725;30;1173
2016-02-10 14:00;14;104.212;120.351;224.563;1798;720;37;1406
2016-02-10 15:00;15;36.041;35.027;71.068;1202;543;7;1202
2016-02-10 16:00;16;29.001;20.105;49.106;414;329;4;414
2016-02-10 17:00;17;25.231;17.328;42.559;228;0;0;0
2016-02-10 18:00;18;97.117;128.741;225.858;2228;606;40;1031
2016-02-10 19:00;19;27.175;18.725;45.900;382;321;2;382
2016-02-10 20:00;20;28.109;25.602;53.711;981;723;4;981
2016-02-10 21:00;21;177.768;620.863;798.631;4966;1025;106;1893
2016-02-10 22:00;22;28.149;18.475;46.624;227;0;0;0
2016-02-10 23:00;23;30.838;25.503;56.341;1152;679;5;1152
2016-02-11 00:00;0;34.708;47.494;82.202;3619;1034;7;3619
2016-02-11 01:00;1;75.290;69.987;145.277;4755;772;21;1073
2016-02-11 02:00;2;430.319;330.924;761.243;963;651;192;845
2016-02-11 03:00;3;234.279;267.553;501.832;2460;791;91;1635
2016-02-11 04:00;4;444.998;2633.652;3078.650;6894;1179;401;2055
2016-02-11 05:00;5;159.811;1196.071;1355.882;2816;987;204;1731
2016-02-11 06:00;6;160.426;231.959;392.385;3075;665;74;1116
2016-02-11 07:00;7;220.315;566.679;786.994;13525;1713;79;6484
2016-02-11 08:00;8;387.680;1267.508;1655.188;7576;1311;205;2829
2016-02-11 09:00;9;55.710;68.853;124.563;1234;647;19;1234
2016-02-11 10:00;10;112.652;96.926;209.578;7158;886;32;2743
2016-02-11 11:00;11;24.287;18.378;42.665;368;303;5;368
2016-02-11 12:00;12;132.699;193.517;326.216;1196;631;59;1089
2016-02-11 13:00;13;39.866;42.357;82.223;776;432;13;776
2016-02-11 14:00;14;107.432;153.127;260.559;2228;819;44;1907
2016-02-11 15:00;15;78.705;96.466;175.171;1441;618;27;1181
2016-02-11 16:00;16;320.266;380.087;700.353;1419;688;145;1144
2016-02-11 17:00;17;618.056;743.081;1361.137;2088;744;264;1225
2016-02-11 18:00;18;528.166;674.035;1202.201;3187;707;242;1125
2016-02-11 19:00;19;738.385;1193.268;1931.653;3164;902;325;2098
2016-02-11 20:00;20;275.991;918.828;1194.819;20009;1227;141;2155
2016-02-11 21:00;21;376.493;2364.538;2741.031;3822;849;455;1717
2016-02-11 22:00;22;313.791;905.049;1218.840;2119;742;232;1288
2016-02-11 23:00;23;272.056;284.233;556.289;1245;562;135;1062
2016-02-12 00:00;0;216.942;314.638;531.580;1636;690;91;1320
2016-02-12 01:00;1;141.898;482.200;624.098;13397;1032;58;1471
2016-02-12 02:00;2;201.960;290.548;492.508;2101;645;91;1167
2016-02-12 03:00;3;29.841;26.012;55.853;532;422;4;532
2016-02-12 04:00;4;57.387;74.771;132.158;1419;611;19;1419
2016-02-12 05:00;5;62.156;86.151;148.307;3499;788;23;1100
2016-02-12 06:00;6;86.593;108.494;195.087;1123;598;34;1004
2016-02-12 07:00;7;57.141;71.113;128.254;1420;706;17;1420
2016-02-12 08:00;8;51.507;317.227;368.734;34954;6951;11;34954
2016-02-12 09:00;9;30.345;26.070;56.415;683;419;3;683
2016-02-12 10:00;10;28.898;34.849;63.747;594;420;5;594
2016-02-12 11:00;11;47.024;55.672;102.696;1518;847;13;1518
2016-02-12 12:00;12;79.542;96.647;176.189;1186;605;28;1063
2016-02-12 13:00;13;82.439;105.662;188.101;1598;731;28;1506
2016-02-12 14:00;14;34.170;28.131;62.301;1117;693;4;1117
2016-02-12 15:00;15;47.073;104.639;151.712;6125;1472;15;6125
2016-02-12 16:00;16;53.929;60.902;114.831;1165;640;14;1165
2016-02-12 17:00;17;52.079;49.521;101.600;2165;752;12;2165
2016-02-12 18:00;18;48.897;56.502;105.399;1139;640;15;1139
2016-02-12 19:00;19;37.916;42.820;80.736;1034;687;7;1034
2016-02-12 20:00;20;28.287;23.243;51.530;1340;721;3;1340
2016-02-12 21:00;21;359.393;1336.986;1696.379;2838;1713;160;2208
2016-02-12 22:00;22;31.539;23.273;54.812;416;333;2;416
2016-02-12 23:00;23;33.873;31.117;64.990;1138;667;5;1138
2016-02-13 00:00;0;226.001;322.684;548.685;6217;768;89;1667
2016-02-13 01:00;1;61.636;79.927;141.563;1590;983;16;1590
2016-02-13 02:00;2;24.549;19.050;43.599;764;764;1;764
2016-02-13 03:00;3;49.496;56.042;105.538;1093;682;11;1093
2016-02-13 04:00;4;27.692;19.695;47.387;438;392;2;438
2016-02-13 05:00;5;37.369;36.665;74.034;881;488;10;881
2016-02-13 06:00;6;63.135;72.813;135.948;1007;566;20;1005
2016-02-13 07:00;7;31.554;30.589;62.143;1583;513;6;1583
2016-02-13 08:00;8;96.817;128.906;225.723;1545;687;38;1318
2016-02-13 09:00;9;113.459;146.406;259.865;1428;679;43;1103
2016-02-13 10:00;10;54.670;60.946;115.616;1097;687;15;1097
2016-02-13 11:00;11;94.674;127.042;221.716;1015;548;52;876
2016-02-13 12:00;12;84.821;101.894;186.715;1065;626;31;1029
2016-02-13 13:00;13;77.145;98.207;175.352;1137;650;26;1135
2016-02-13 14:00;14;83.352;101.186;184.538;1057;573;31;1048
2016-02-13 15:00;15;26.924;21.973;48.897;933;933;1;933
2016-02-13 16:00;16;34.767;34.259;69.026;1120;766;4;1120
2016-02-13 17:00;17;53.803;57.426;111.229;1072;636;16;1072
2016-02-13 18:00;18;68.361;79.911;148.272;1449;746;18;1449
2016-02-13 19:00;19;93.495;121.746;215.241;1101;629;37;1082
2016-02-13 20:00;20;76.304;95.297;171.601;1088;551;26;1046
2016-02-13 21:00;21;45.825;48.249;94.074;1090;721;7;1090
2016-02-13 22:00;22;206.932;294.744;501.676;1424;604;100;1078
2016-02-13 23:00;23;73.063;87.422;160.485;1242;725;22;1240
2016-02-14 00:00;0;42.010;44.033;86.043;1154;586;8;1154
2016-02-14 01:00;1;66.119;84.088;150.207;1040;530;27;979
2016-02-14 02:00;2;27.865;19.491;47.356;386;365;2;386
2016-02-14 03:00;3;36.785;34.309;71.094;739;739;1;739
2016-02-14 04:00;4;24.263;17.795;42.058;247;0;0;0
2016-02-14 05:00;5;27.458;18.286;45.744;436;436;1;436
2016-02-14 06:00;6;63.628;76.931;140.559;1522;595;25;1163
2016-02-14 07:00;7;32.157;26.037;58.194;1230;885;4;1230
2016-02-14 08:00;8;61.548;71.489;133.037;1146;554;19;1146
2016-02-14 09:00;9;27.414;21.876;49.290;644;456;2;644
2016-02-14 10:00;10;90.839;119.997;210.836;1217;761;34;1103
2016-02-14 11:00;11;26.716;20.816;47.532;1047;580;3;1047
2016-02-14 12:00;12;50.513;58.356;108.869;1088;599;14;1088
2016-02-14 13:00;13;111.392;142.465;253.857;1075;609;51;1022
2016-02-14 14:00;14;32.511;31.994;64.505;747;620;4;747
2016-02-14 15:00;15;209.601;292.243;501.844;1289;642;88;1084
2016-02-14 16:00;16;47.274;48.766;96.040;1324;829;11;1324
2016-02-14 17:00;17;25.664;18.706;44.370;587;587;1;587
2016-02-14 18:00;18;39.452;36.129;75.581;969;480;8;969
2016-02-14 19:00;19;59.605;70.984;130.589;1030;629;23;1006
2016-02-14 20:00;20;314.244;533.980;848.224;1285;710;173;1075
2016-02-14 21:00;21;40.913;37.713;78.626;1013;637;7;1013
2016-02-14 22:00;22;101.268;132.387;233.655;1137;586;45;1070
2016-02-14 23:00;23;31.472;28.072;59.544;918;567;7;918
2016-02-15 00:00;0;27.023;20.011;47.034;379;362;2;379
2016-02-15 01:00;1;28.478;22.815;51.293;511;438;2;511
2016-02-15 02:00;2;59.122;65.908;125.030;1083;590;17;1083
2016-02-15 03:00;3;33.574;36.372;69.946;1058;865;3;1058
2016-02-15 04:00;4;158.267;219.931;378.198;1626;635;71;1156
2016-02-15 05:00;5;33.519;28.817;62.336;994;494;6;994
2016-02-15 06:00;6;30.685;29.911;60.596;888;537;6;888
2016-02-15 07:00;7;75.971;93.214;169.185;1163;642;30;1139
2016-02-15 08:00;8;62.608;75.088;137.696;1157;647;19;1157
2016-02-15 09:00;9;65.654;80.701;146.355;1018;563;26;984
2016-02-15 10:00;10;50.572;55.181;105.753;1136;637;14;1136
2016-02-15 11:00;11;37.197;57.782;94.979;4913;1254;9;4913
2016-02-15 12:00;12;31.147;30.062;61.209;867;516;4;867
2016-02-15 13:00;13;48.776;60.625;109.401;1233;789;14;1233
2016-02-15 14:00;14;40.834;43.343;84.177;1216;607;11;1216
2016-02-15 15:00;15;60.459;62.435;122.894;1426;786;18;1426
2016-02-15 16:00;16;63.924;50.817;114.741;4829;923;13;4829
2016-02-15 17:00;17;171.790;288.087;459.877;4750;1089;64;1498
2016-02-15 18:00;18;24.900;17.220;42.120;260;260;1;260
2016-02-15 19:00;19;137.590;167.238;304.828;4100;685;51;1298
2016-02-15 20:00;20;128.727;209.657;338.384;3323;783;62;1575
2016-02-15 21:00;21;30.097;46.644;76.741;6646;4005;2;6646
2016-02-15 22:00;22;31.036;29.271;60.307;745;441;5;745
2016-02-15 23:00;23;64.830;26.274;91.104;9577;9577;1;9577
2016-02-16 00:00;0;53.370;57.259;110.629;1317;783;12;1317
2016-02-16 01:00;1;32.256;31.216;63.472;1172;805;5;1172
2016-02-16 02:00;2;28.534;34.405;62.939;786;530;2;786
2016-02-16 03:00;3;61.942;72.530;134.472;1281;669;19;1281
2016-02-16 04:00;4;27.784;21.668;49.452;596;481;4;596
2016-02-16 05:00;5;30.938;30.138;61.076;1370;673;6;1370
2016-02-16 06:00;6;46.386;57.618;104.004;1169;741;13;1169
2016-02-16 07:00;7;50.299;61.434;111.733;1096;651;14;1096
2016-02-16 08:00;8;30.248;22.375;52.623;1620;789;3;1620
2016-02-16 09:00;9;42.213;54.490;96.703;1045;537;20;790
2016-02-16 10:00;10;45.402;55.611;101.013;1039;601;13;1039
2016-02-16 11:00;11;90.686;122.507;213.193;1090;603;32;1080
2016-02-16 12:00;12;29.207;23.659;52.866;428;428;1;428
2016-02-16 13:00;13;159.183;231.408;390.591;2048;789;66;1613
2016-02-16 14:00;14;44.881;48.355;93.236;869;529;8;869
2016-02-16 15:00;15;64.132;77.295;141.427;1193;599;24;1097
2016-02-16 16:00;16;79.900;113.273;193.173;1158;558;31;1064
2016-02-16 17:00;17;50.184;348.849;399.033;51899;4249;20;19122
2016-02-16 18:00;18;8.031;7.179;15.210;228;0;0;0
2016-02-16 19:00;19;66.292;94.279;160.571;1581;654;27;1059
2016-02-16 20:00;20;8.572;9.266;17.838;836;549;2;836
2016-02-16 21:00;21;3.732;2.171;5.903;43;0;0;0
2016-02-16 22:00;22;13.913;19.729;33.642;1484;875;6;1484
2016-02-16 23:00;23;8.015;7.390;15.405;268;261;3;268
2016-02-17 00:00;0;8.372;9.250;17.622;1172;744;3;1172
2016-02-17 01:00;1;10.402;10.309;20.711;301;301;1;301
2016-02-17 02:00;2;83.463;116.365;199.828;1155;741;32;1069
2016-02-17 03:00;3;13.407;18.237;31.644;1372;784;7;1372
2016-02-17 04:00;4;16.059;16.184;32.243;1774;717;8;1774
2016-02-17 05:00;5;129.536;178.445;307.981;1667;695;54;1427
2016-02-17 06:00;6;37.110;39.005;76.115;1132;738;6;1132
2016-02-17 07:00;7;50.722;54.551;105.273;1247;555;15;1247
2016-02-17 08:00;8;58.729;76.795;135.524;1343;716;19;1343
2016-02-17 09:00;9;69.659;83.498;153.157;1185;629;24;1060
2016-02-17 10:00;10;86.616;110.842;197.458;1879;745;33;1426
2016-02-17 11:00;11;119.937;186.215;306.152;2113;658;67;938
2016-02-17 12:00;12;113.510;152.462;265.972;1224;608;54;1094
2016-02-17 13:00;13;33.210;44.143;77.353;3628;776;10;3628
2016-02-17 14:00;14;102.365;145.709;248.074;1254;505;58;995
2016-02-17 15:00;15;127.231;167.676;294.907;1632;623;51;1114
2016-02-17 16:00;16;25.149;19.041;44.190;344;324;2;344
2016-02-17 17:00;17;66.579;86.548;153.127;1614;1028;20;1352
2016-02-17 18:00;18;33.840;33.355;67.195;978;808;3;978
2016-02-17 19:00;19;39.520;40.998;80.518;1099;836;5;1099
2016-02-17 20:00;20;25.477;17.359;42.836;250;250;1;250
2016-02-17 21:00;21;34.059;30.864;64.923;1204;843;6;1204
2016-02-17 22:00;22;34.688;30.205;64.893;1344;1048;2;1344
2016-02-17 23:00;23;25.191;20.029;45.220;1217;747;2;1217
2016-02-18 00:00;0;62.227;59.348;121.575;4758;959;14;4758
2016-02-18 01:00;1;30.216;25.367;55.583;898;741;4;898
2016-02-18 02:00;2;26.260;20.451;46.711;279;279;1;279
2016-02-18 03:00;3;40.092;45.509;85.601;1076;725;11;1076
2016-02-18 04:00;4;53.540;94.384;147.924;7342;1552;14;7342
2016-02-18 05:00;5;64.573;76.818;141.391;1497;829;18;1497
2016-02-18 06:00;6;25.231;20.545;45.776;184;0;0;0
2016-02-18 07:00;7;33.140;36.753;69.893;1124;648;6;1124
2016-02-18 08:00;8;35.731;35.427;71.158;1113;909;6;1113
2016-02-18 09:00;9;32.945;30.765;63.710;1813;780;7;1813
2016-02-18 10:00;10;24.822;19.582;44.404;284;266;4;284
2016-02-18 11:00;11;62.209;67.474;129.683;3149;892;16;3149
2016-02-18 12:00;12;15.546;12.165;27.711;346;346;1;346
2016-02-18 13:00;13;16.114;24.780;40.894;1174;938;7;1174
2016-02-18 14:00;14;7.038;6.130;13.168;228;0;0;0
2016-02-18 15:00;15;16.307;9.695;26.002;2951;2951;1;2951
2016-02-18 16:00;16;40.569;25.061;65.630;7749;3831;3;7749
2016-02-18 17:00;17;6.729;5.656;12.385;227;0;0;0
2016-02-18 18:00;18;5.080;4.440;9.520;272;272;1;272
2016-02-18 19:00;19;28.145;48.633;76.778;910;679;16;910
2016-02-18 20:00;20;13055.091;499.503;13554.594;257597;14190;86;125264
2016-02-18 21:00;21;5.685;4.377;10.062;166;0;0;0
2016-02-18 22:00;22;6.030;4.754;10.784;227;0;0;0
2016-02-18 23:00;23;4.082;2.790;6.872;194;0;0;0
2016-02-19 00:00;0;13.849;33.031;46.880;3286;1112;8;3286
2016-02-19 01:00;1;33.627;8.396;42.023;1464;1168;2;1464
2016-02-19 02:00;2;5.125;3.501;8.626;287;287;1;287
2016-02-19 03:00;3;5.862;4.491;10.353;358;317;2;358
2016-02-19 04:00;4;11.764;10.837;22.601;1986;1986;1;1986
2016-02-19 05:00;5;45.444;66.737;112.181;1614;838;17;1614
